"round","col","row","i","category","clue","answer","uid"
2,2,4,59,"Washington Musicians","This '90s Band Named Themselves After The Seattle Art Installation Seen Here:","Soundgarden",318
2,2,5,60,"Washington Musicians","Robyn Miller Composed The Music For Myst & This 1997 CD-Rom Sequel","Riven",318
2,3,1,31,"Inspired Characters","A Real 19th Century Whale Named Mocha Dick May Have Inspired This 1851 Novel","Moby Dick",318
2,3,2,32,"Inspired Characters","In 2000 This Creator Of Augie March & MR. Sammler Gave Us 'Ravelstein', Who Resembles Scholar Allan Bloom","Saul Bellow",318
2,3,3,33,"Inspired Characters","It's Said That Doc In His Novel 'Cannery Row' Is Based On A Marine Biologist With Whom He'D Written A Book","John Steinbeck",318
2,3,4,34,"Inspired Characters","Edward Driffield, A Novelist In Maugham's 'Cakes And Ale', Is Said To Be Based On This 'Jude The Obscure' Author","Thomas Hardy",318
2,3,5,35,"Inspired Characters","'The Financier' By This Author Of 'Sister Carrie' Was Inspired By Real Financier Charles T. Yerkes","Theodore Dreiser",318
2,4,1,41,"Watch Your Tongue","About 2 Million In Northwestern Spain Speak Galician, A Dialect Of This Language Spoken By Its Neighbor","Portuguese",318
2,4,2,42,"Watch Your Tongue","Cornish, The Language Of This County Of England, Became Extinct In 1777","Cornwall",318
2,4,3,43,"Watch Your Tongue","With Nearly 50 Million Speakers, This Bantu Language Is The Most Widely Spoken In Africa","Swahili",318
2,4,4,44,"Watch Your Tongue","In 1928 This President Of Turkey Outlawed Ottoman Turkish & Switched Alphabets From Arabic To Roman","Kemal Ataturk",318
2,4,5,45,"Watch Your Tongue","About 3/4 Of Sri Lankans Speak Sinhala & About 1/4 Speak This As Their Native Language","Tamil",318
2,5,1,46,"Answers To Your Finals","Zoology: animals Of The Genus Rangifer That Provide The Lapps With Meat, Milk, Clothing & Transportation","Reindeer",318
2,5,2,47,"Answers To Your Finals","Classical Mythology: oddly, These 'Heavenly' Twins Had The Same Mother, Leda, But Different Fathers","Castor & Pollux",318
2,5,3,48,"Answers To Your Finals","20th Century Literature: first Name Of Jack London's Sea Captain Larson Of The Ghost","Wolf",318
2,5,4,49,"Answers To Your Finals","Math Year 1: As A Rule Every Fraction Can Be Expressed As A Terminating Decimal Or This Kind","Repeating",318
2,5,5,50,"Answers To Your Finals","Religion 1400-1600: This Queen Had Protestant Thomas Cranmer Burned For Heresy","Mary I",318
2,6,1,36,"I Got An 'F'!","It Precedes Dutchman, Fish & Saucer","Flying",318
2,6,2,37,"I Got An 'F'!","A Chambermaid Does It To Your Pillow; Forgetful Actors Do It To Their Lines","Fluff",318
2,6,3,38,"I Got An 'F'!","This 3-Letter Name Of An Illness Sounds Like Part Of A Chimney","The Flu",318
2,6,4,39,"I Got An 'F'!","Provided For A Horse's Dining Pleasure, It's Also Called A Nose Bag","A Feedbag",318
2,6,5,40,"I Got An 'F'!","It's The Kind Of Sycophantic Favor-Seeking You'D Expect From Someone Named Bambi","Fawning",318
3,1,1,61,"Annual Events","This Annual Event Was Co-Created In 1993 By Marie C. Wilson, Mother Of 5 & President Of The National MS. Foundation","'Take Your Daughter To Work' Day",318
1,1,1,19,"19th Century America","In 1870 The First Ocean Boardwalk In The United States Was Completed In This City","Atlantic City",319
1,1,2,20,"19th Century America","On May 1, 1898 Commodore George Dewey Sailed Into This Bay","Manila Bay",319
1,1,3,5,"19th Century America","Julius Sterling Morton, Who Helped Found Arbor Day, Later Held This Cabinet Post","Secretary Of Agriculture",319
1,1,4,6,"19th Century America","On April 10, 1841 He Began Publishing The New York Tribune","Horace Greeley",319
1,1,5,7,"19th Century America","He Designed & Constructed The Demologus, The First Steam-Powered Warship; It Was Launched In 1814","Robert Fulton",319
1,2,1,2,"Quotes","George Washington Said, 'To Be Prepared For War Is One Of The Most Effectual Means Of Preserving' This","Peace",319
1,2,2,15,"Quotes","Alexander Pope Described This Personal Anniversary As 'The Funeral Of The Former Year'","Birthday",319
1,2,3,16,"Quotes","This Indian Leader Said 'Nonviolence Is The First Article Of My Faith And The Last Article Of My Creed'","Mohandas Gandhi",319
1,2,4,17,"Quotes","Jean De La Bruyere Said 'Time, Which Strengthens Friendship, Weakens' This Emotion","Love",319
1,2,5,18,"Quotes","On Accepting A Seat In The British Parliament She Said, 'I Am A Virginian, So Naturally I Am A Politician'","Lady Astor",319
1,3,1,23,"Inventions","The First One Of These Electric Devices Was Marketed By Schick In 1931","Razor",319
1,3,2,28,"Inventions","In Addition To The Revolver, He Invented An Electrically Controlled Naval Mine","Samuel Colt",319
1,3,3,27,"Inventions","This American Engineer Patented 214 Inventions In The Rocketry Field","Robert Goddard",319
1,3,4,21,"Inventions","In The 1880s John Mctammany, JR. Received Several Patents For This Type Of Piano","Player Piano",319
1,3,5,22,"Inventions","In 1876 He Introduced A Carbon Transmitter For Bell's Telephone","Thomas Edison",319
1,4,1,1,"Opera","Giulio Rospigliosi, Who Held This Office As Clement IX, Wrote The Libretto For The First Comic Opera","The Pope/Papacy",319
1,4,2,3,"Opera","Both Stravinsky's 'The Nightingale' & Puccini's 'Turandot' Are Set In This Country","China",319
1,4,3,4,"Opera","This Nation Opened Its First Opera House On The Banks Of The Amstel River In 1986","The Netherlands/Holland",319
1,4,4,13,"Opera","This Verdi Jester Is Considered One Of The Most Challenging Baritone Roles Ever Written","Rigoletto",319
1,4,5,14,"Opera","'Boris Godunov' Is The Only Opera Completed By This Composer","Modest Mussorgsky",319
1,5,1,30,"The Amazon","Marajo, One Of These In The Delta, Is About As Large As The Country Of Denmark","Island",319
1,5,2,29,"The Amazon","The Amazon Type Of This Cetacean Has A Much Longer Snout Than Marine Types Like The Bottlenose","Dolphin",319
1,5,3,26,"The Amazon","The Headstreams Form In This Country's Andes, Less Than 100 Miles From The Pacific Ocean","Peru",319
1,5,4,25,"The Amazon","This Inca Capital Lies Between The Urubamba & Apurimac, Two Amazon Tributaries","Cuzco",319
1,5,5,24,"The Amazon","Manaus, Brazil Became Fabulously Wealthy During The 19th Century Boom In This Material","Rubber",319
1,6,1,8,"File Under 'X'","This Maker Of Photocopiers Was Founded In 1906 As The Haloid Company","Xerox",319
1,6,2,9,"File Under 'X'","It's The 14th Letter Of The Greek Alphabet","XI",319
1,6,3,10,"File Under 'X'","The Name Of This Gas Is From The Greek For 'Foreign' Or 'Strange'","Xenon",319
1,6,4,11,"File Under 'X'","In 486 B.C. He Succeeded His Father, Darius The Great, As King Of Persia","Xerxes",319
1,6,5,12,"File Under 'X'","The Name Of This Wife Of Socrates Has Become Proverbial For Any Nagging Wife","Xanthippe",319
2,1,1,54,"World Cities","The Yasukuni Shrine In This Asian Capital Honors The War Dead","Tokyo",319
2,1,2,58,"World Cities","The Aquarium In Stanley Park In This British Columbia City Has The Largest Collection Of Fish In Canada","Vancouver",319
2,1,3,55,"World Cities","Europe's First Stock Exchange Was Established In This Belgian Port In 1460","Antwerp",319
2,1,4,45,"World Cities","This Capital Of Australia's Victoria State Was Founded In 1835 & Named For England's Prime Minister","Melbourne",319
2,1,5,46,"World Cities","It's The World Capital Located On The Island Of Java","Jakarta (Indonesia)",319
2,2,1,59,"The U.S. Treasury Department","This First Treasury Secretary Had Only 5 Employees","Alexander Hamilton",319
2,2,2,60,"The U.S. Treasury Department","The Treasury Department Ranks Second To This Department In The President's Cabinet","State Department",319
2,2,3,49,"The U.S. Treasury Department","This Agency Protects The White House & The Treasury Vaults","The Secret Service",319
2,2,4,47,"The U.S. Treasury Department","This Service Is The Largest Of All Treasury Bureaus","Irs",319
2,2,5,48,"The U.S. Treasury Department","In 1971 President Nixon Appointed This Former Texas Governor Secretary Of The Treasury","John Connally",319
2,3,1,38,"Art","This Artist's Mother Could Have Told You He Was Greatly Influenced By French Painter Gustave Courbet","James Whistler",319
2,3,2,42,"Art","This Kind Of Painting On Plaster Was A Speciality Of 15th C. Artist Piero Della Francesca","Fresco",319
2,3,3,43,"Art","This Spaniard's Brother-In-Law, Court Painter Francisco Bayeu, Helped Him Get Commissions In The 1770s","Francisco Goya",319
2,3,4,37,"Art","This Flemish Artist Painted A Unique Triple Portrait Of England's King Charles I Around 1637","Anthony Van Dyck",319
2,3,5,39,"Art","'Strolling Actresses Dressing In A Barn' Is A 1738 Engraving By This English Satirist","William Hogarth",319
2,4,1,57,"English Literature","It Was A Prelude To J.R.R. Tolkien's Trilogy 'The Lord Of The Rings'","'The Hobbit'",319
2,4,2,56,"English Literature","This Conan Doyle Novel's Title Character Is A Large Dog Which Has A Phosphorus Preparation Put In Its Eyes","'The Hound Of The Baskervilles'",319
2,4,3,31,"English Literature","He Based Many Of His Children's Stories On His Son Christopher Robin & The Boy's Stuffed Toys","A.A. Milne",319
2,4,4,35,"English Literature","After The Public Outcry Over His 'Jude The Obscure', This Author Never Wrote Another Novel","Thomas Hardy",319
2,4,5,36,"English Literature","In 1977, This Author Of 'My Cousin Rachel' Published Her Autobiography, 'Myself, When Young'","Daphne Du Maurier",319
2,5,1,44,"French Actresses","In The '50s & '60s She Was So Famous She Was Known Simply As 'B.B.'","Brigitte Bardot",319
2,5,2,50,"French Actresses","This Actress Who Was Born Simone Kaminker Was Diabolical In 'Diabolique'","Simone Signoret",319
2,5,3,51,"French Actresses","This Dancer Won British Film Academy Awards For 'Lili' & 'The L-Shaped Room'","Leslie Caron",319
2,5,4,52,"French Actresses","Isabelle Adjani Played The Obsessive Daughter Of This Author In 'The Story Of Adele H.'","Victor Hugo",319
2,5,5,53,"French Actresses","In 1976 This Star Of Truffaut's 'The Bride Wore Black' Directed Her First Film, 'Lumiere'","Jeanne Moreau",319
2,6,1,32,"Pliny The Elder","People Got The 'Point' From His How-To Book On How To Hurl One Of These","Javelin",319
2,6,2,33,"Pliny The Elder","Pliny Said 'When These Tingle, Some Do Talk Of Us In Our Absence'","Ears",319
2,6,3,34,"Pliny The Elder","Pliny Went To Inspect The Unusual Cloud Made By Its Eruption, And Was Overcome By Its Fumes","Mount Vesuvius",319
2,6,4,40,"Pliny The Elder","Pliny Got Much Of His Biological Data From This 4th C. B.C. Greek Philosopher","Aristotle",319
2,6,5,41,"Pliny The Elder","He Became A Procurator In Spain Under This Emperor Who Reigned From 54-68 A.D.","Nero",319
3,1,1,61,"Myths & Legends","What The Ancient Greek Writer Theseus Called A 'Monokeros', We Call This","A Unicorn",319
1,1,1,7,"The 50 States","About Half Of Its Population Lives In The Minneapolis-ST. Paul Metropolitan Area","Minnesota",320
1,1,2,8,"The 50 States","This Midwestern State's Highest Point, Mount Curwood, Rises 1,980 Feet On Its Upper Peninsula","Michigan",320
1,1,3,9,"The 50 States","In 1796 Knoxville Became Its First State Capital","Tennessee",320
1,1,4,10,"The 50 States","Roanoke Island, Now In This State, Was The Site Of The First English Settlement In North America","North Carolina",320
1,1,5,11,"The 50 States","This State Located Between The Missouri & Mississippi Rivers Is The Usa's Leading Corn Producer","Iowa",320
1,2,1,26,"Heartthrobs","Scott Weinger Of 'Full House' Provided The Speaking Voice Of This Title Lad In A 1992 Animated Disney Film","Aladdin",320
1,2,2,12,"Heartthrobs","Andrew Shue, Who Plays Billy Campbell On This Series, Used To Play Professional Soccer In Zimbabwe","Melrose Place",320
1,2,3,28,"Heartthrobs","Jay R. Ferguson Plays Burt Reynolds' Son Taylor, An Ex-High School Quarterback On This Tv Series","Evening Shade",320
1,2,4,29,"Heartthrobs","Joe Lando Heats Up The Prairie As Sexy Mountain Man Byron Sully On This Western Series","DR. Quinn, Medicine Woman",320
1,2,5,30,"Heartthrobs","This Hunk Whose Muscles Ripple On The Covers Of Romance Novels Is Known By One Name","Fabio",320
1,3,1,16,"Animal A.K.A.","This Marsupial's Name Can Be Spelled With Or Without An O In Front","A Possum (Opossum)",320
1,3,2,19,"Animal A.K.A.","It Has Many Alternate Names, Including Catamount, Puma, Panther & Mountain Lion","A Cougar",320
1,3,3,20,"Animal A.K.A.","This Semi-Aquatic Rodent Is Also Called The Musquash","The Muskrat",320
1,3,4,25,"Animal A.K.A.","This Arachnid That Resembles A Spider Is Also Called A Harvestman","A Daddy Long-Legs",320
1,3,5,27,"Animal A.K.A.","A Good Guide Dog For The Blind Is This One Also Known As The Alsatian","The German Shepherd",320
1,4,1,17,"Colors","Featured In Such Decorations As Holly Wreaths, They're The 2 Traditional Colors Of Christmas","Red & Green",320
1,4,2,3,"Colors","This Color May Be Livid, Hot Or Shocking","Pink",320
1,4,3,1,"Colors","In Italian This Metallic Color Is Oro","Gold",320
1,4,4,23,"Colors","As A Solid Sulfur Is This Color","Yellow",320
1,4,5,24,"Colors","The Name Of This Light Brownish Color Comes From The Same Root As Tan","Tawny",320
1,5,1,2,"The Civil War","William Henry Fitzhugh Lee, This General's Son, Led A Division Through The Petersburg Campaign","Robert E. Lee",320
1,5,2,4,"The Civil War","After Fleeing Richmond This President Was Captured Near Irwinville, GA.","Jeff Davis",320
1,5,3,5,"The Civil War","This Man Who Succeeded Lincoln Was The Only Senator From A State That Seceded To Keep His Seat","Andrew Johnson",320
1,5,4,6,"The Civil War","In October 1861 Louisiana GoV. Thomas Moore Stopped The Shipment Of This Fiber To Europe","Cotton",320
1,5,5,13,"The Civil War","In 1843 This Captor Of Vicksburg Graduated 21st Out Of 39 In His West Point Class","Grant",320
1,6,1,14,"Choices","According To Shakespeare, 'That Is The Question'","To Be Or Not To Be",320
1,6,2,18,"Choices","When A Magician Fans A Standard Deck & Says, 'Pick A Card, Any Card', You Have This Many Possible Choices","52",320
1,6,3,15,"Choices","Most Will Pick The Lesser Of 2 Of These; Mae West Said She Picked The One She Never Tried Before","Evils",320
1,6,4,21,"Choices","Famous Choice Given By Patrick Henry March 23, 1775","Give Me Liberty Or Give Me Death",320
1,6,5,22,"Choices","On Domestic Flights, Delta's Choices Of These Include Bland, Hindu & Toddler","In-Flight Meals",320
2,1,1,51,"The Human Body","While Almost Any Vein Can Become Varicose, Most Occur In This Part Of The Body","The Legs",320
2,1,2,53,"The Human Body","Protective Membranes Called The Dura Mater & Pia Mater Cover The Spinal Cord & This Organ","The Brain",320
2,1,3,54,"The Human Body","This Projection That's Seen At The Front Of The Throat Is Also Called The Laryngeal Prominence","The Adam's Apple",320
2,1,4,55,"The Human Body","On An Airplane Pressure In The Ears Can Be Relieved By Swallowing, Which Opens This Tube","The Eustachian Tube",320
2,1,5,56,"The Human Body","The Sclera Is The Hard White Outer Layer Of This","The Eyeball",320
2,2,1,36,"Quotations","In Reference To ApartheiD. Stevie Wonder Called This Country 'The Land With Tears In Her Eyes","South Africa",320
2,2,2,42,"Quotations","Economist Milton Friedman Is Credited With Saying 'There's No Such Thing As A Free' This","A Lunch",320
2,2,3,43,"Quotations","Late Newsman Eric Sevareid Said That 'The Chief Cause Of' These Is 'Solutions'","Problems",320
2,2,4,44,"Quotations","Of This 1986 Tragedy John Glenn Said, 'This Is A Day We Have Managed To Avoid For A Quarter Of A Century'","The Challenger Explosion",320
2,2,5,45,"Quotations","In Cohens V. Virginia, He Wrote, 'The People Made The Constitution, And The People Can Unmake It'","John Marshall",320
2,3,1,46,"U.S. Government","A Plow Appears On The Seal Of This Cabinet Department","Agriculture",320
2,3,2,47,"U.S. Government","Now Sec'y Of State, He Was Jimmy Carter's Lead Negotiator For The Release Of The Hostages Held By Iran","Warren Christopher",320
2,3,3,48,"U.S. Government","This Printed Account Of What Is Said & Done In The Congress Began March 4, 1873","The Congressional Record",320
2,3,4,49,"U.S. Government","Appointed By President Reagan In 1983, She Was The First Woman Secretary Of Transportation","(Elizabeth) Dole",320
2,3,5,50,"U.S. Government","This Cabinet Department Operates Foreign Trade Programs & Establishes Weights & Measures","Commerce",320
2,4,1,37,"In The Ballpark","In 1916 A Bear Cub Attended A Game In What's Now This Ballpark Named For A Gum Magnate","Wrigley Field",320
2,4,2,38,"In The Ballpark","Built For The 1912 Season, It's Named For The Section Of Boston In Which It's Located","Fenway Park",320
2,4,3,39,"In The Ballpark","He Organized The White Sox, Helped Plan The American League & A Chicago Stadium Is Named For Him","(Charles) Comiskey",320
2,4,4,40,"In The Ballpark","He 'Met' With Success In Bringing The National League Back To New York City","(William) Shea",320
2,4,5,41,"In The Ballpark","A Ball Hitting The Roof May Remain In Play In The Minnesota Stadium Named For This Vice President","Hubert H. Humphrey",320
2,5,1,31,"Women Authors","As A Teenager This 'Gone With The Wind' Author Attended Washington Seminary In Atlanta","Margaret Mitchell",320
2,5,2,32,"Women Authors","Before She Became A Novelist, She Was Best Known As Princess Leia In The 'Star Wars' Films","Carrie Fisher",320
2,5,3,33,"Women Authors","She Never Wanted Miss Marple & Hercule Poirot To Meet Because She Was 'Sure They Would Not Enjoy It At All'","Agatha Christie",320
2,5,4,34,"Women Authors","She Wrote 'The Exile', A Biography Of Her Missionary Mother, 5 Years After 'The Good Earth'","Pearl Buck",320
2,5,5,35,"Women Authors","She Created Emily Of New Moon As Well As Anne Of Green Gables","L.M. Montgomery",320
2,6,1,52,"Famous Falls","In 1895 A Large Power Plant Opened On These Falls Northwest Of Buffalo","Niagara Falls",320
2,6,2,57,"Famous Falls","The Falls That David Livingstone Discovered On The Zambezi River In 1855 Were Named For This Woman","Queen Victoria",320
2,6,3,58,"Famous Falls","Near Lanark In This Country You Can View The Falls Of Clyde","Scotland",320
2,6,4,59,"Famous Falls","The Reichenbach Falls Over Which Sherlock Holmes Fell & 'Died' Are Real & Are Located In This Alpine Country","Switzerland",320
2,6,5,60,"Famous Falls","You'D Need Jacob's Ladder To Climb Past This 3,212-Foot Venezuelan Waterfall","Angel Falls",320
3,1,1,61,"Historic Capes","On October 21, 1805 The Victory Won A Victory Off This Spanish Cape","Trafalgar",320
1,1,1,21,"The Nixon Library","(Sarah Of The Clue Crew Reports From The Nixon Library & Birthplace In Yorba Linda, CA.) In 1970 This Man Dropped In At The White House, Gave Nixon This Gun & Bullets, & Asked To Become A Federal Drug Agent","Elvis Presley",321
1,1,2,22,"The Nixon Library","(Sarah Of The Clue Crew Poses With A Green Telephone In The Nixon LibrarY.) In 1969, Nixon Used This Phone On What He Called The Most Historic Phone Call Ever Made With These 2 Men","(Neil) Armstrong & (Buzz) Aldrin",321
1,1,3,23,"The Nixon Library","There's A Replica Of The Study In The Ex-President's Home In This State, Kept As It Was When He Fell Fatally Ill","New Jersey",321
1,1,4,24,"The Nixon Library","(Sarah Of The Clue Crew Reads The Clue From The Nixon Library & Birthplace In Yorba Linda, CA.) The Library Has A Replica Of This Room That Hosted Nixon's Daughter's Wedding Reception & His Farewell To His Staff","The East Room",321
1,1,5,25,"The Nixon Library","(Jimmy Of The Clue Crew Points Out The Bust Of A World Leader In The Nixon Library & Birthplace In Yorba Linda, CA.) World Leaders At The Library Include This Premier Who Greeted Nixon On His Historic Arrival In China","Zhou Enlai",321
1,2,1,6,"Movie: ____ In The ____","Robert Redford & Jane Fonda Begin Married Life In A Tiny Walk-Up Greenwich Village Apartment In This 1967 Comedy","Barefoot In The Park",321
1,2,2,7,"Movie: ____ In The ____","This Warren Beatty-Natalie Wood Film About Teen Love & Desire Took Its Title From A Wordsworth Poem","Splendor In The Grass",321
1,2,3,8,"Movie: ____ In The ____","George C. Scott Lived The Good Life As A Sculptor In The Bahamas In This Movie Based On A Posthumous Hemingway Novel","Islands In The Stream",321
1,2,4,9,"Movie: ____ In The ____","In This 1995 Drama, Christian Slater Takes On Kevin Bacon's Defense After He's Accused Of Killing A Fellow Inmate","Murder In The First",321
1,2,5,10,"Movie: ____ In The ____","On The Verge Of Blindness, Bjork Must Save Her Son From A Similar Fate In This Cannes Film Festival Winner From 2000","Dancer In The Dark",321
1,3,1,13,"MeD. AbbreV.","Don't Get All Stressed Out By An Ekg, Which Stands For This","Electrocardiogram",321
1,3,2,14,"MeD. AbbreV.","This End-Of-Life Legal Decision Is Abbreviated Dnr","Do Not Resuscitate",321
1,3,3,15,"MeD. AbbreV.","The P In A Psa Test, Used To Detect Cancer In Men, Stands For This","Prostate",321
1,3,4,16,"MeD. AbbreV.","When Talking About Cholesterol, Its The 'D' In Hdl & Ldl","Density",321
1,3,5,17,"MeD. AbbreV.","Cll Is The Chronic Lymphocytic Type Of This Cancer","Leukemia",321
1,4,1,26,"Collectibles","Don't Wash Dishes Wearing Your 1932 'Duo Dial' One Of These From Longines","A Wristwatch",321
1,4,2,27,"Collectibles","If You Own One Of These, Made With The First Successful Photographic Process, Never Try To Polish It","A Daguerreotype",321
1,4,3,28,"Collectibles","Designed In 1936, It Makes Holidays & Other Days Special For Collectors","Fiestaware",321
1,4,4,29,"Collectibles","From The Greek For 'One Day', Campaign Buttons & Cruise Ship Menus Are These Items Not Meant To Last","Ephemera",321
1,4,5,30,"Collectibles","Hang Onto That Sturdy C. 1930 Glassware From This Company's Designers Vicke Lindstrand & Edvin Ohrstrom","Orrefors",321
1,5,1,11,"Logos & Trademarks","The Grand Turk & The Friendship Were The Original Ships Pictured On This Brand Of Toiletries For Men","Old Spice",321
1,5,2,12,"Logos & Trademarks","In 2003, This Food Brand Unveiled Its Redesigned Logo Seen Here","Chicken Of The Sea",321
1,5,3,18,"Logos & Trademarks","Gertrude The Kangaroo Has Long Been The Logo Of This Simon & Schuster Division","Pocket Books",321
1,5,4,19,"Logos & Trademarks","This Food Brand Has Been Hamming It Up With Its Little Red Devil Trademark Since 1870","Underwood",321
1,5,5,20,"Logos & Trademarks","Dive Into Life With Sportswear Made By This Company Whose Logo Is Seen Here","Jantzen",321
1,6,1,1,"In The 'Gn'ow","Start Spreading These Critters Around","Gnus",321
1,6,2,2,"In The 'Gn'ow","Those Choosing To Play One Of These Creatures In Everquest 2 Get A Nice Intelligence Bonus","A Gnome",321
1,6,3,3,"In The 'Gn'ow","Carb-Filled Favorites Served Here","Gnocchi",321
1,6,4,4,"In The 'Gn'ow","The 2 Related Words That Mean To Grind Your Teeth Or To Chew With Them","Gnash & Gnaw",321
1,6,5,5,"In The 'Gn'ow","The Bands Seen Here Are Typical Of This","Gneiss",321
2,1,1,36,"World History","Around 284 B.C. Zenodotus Of Ephesus Became The First Superintendant Of This City's Library","Alexandria",321
2,1,2,37,"World History","This 'Great' Brit Was The Youngest Son Of King Ethelwulf","Alfred",321
2,1,3,44,"World History","Around 500 B.C. This Persian King Built Persepolis; Parts Of The City's Audience Hall & Palace Are Still Standing","Darius The Great",321
2,1,4,45,"World History","In 1402 Ottoman Sultan Bayezid I Was Captured In The Battle Of Ankara By This Conqueror From Samarkand","Tamerlane",321
2,1,5,46,"World History","For Defeating Hannibal In The Battle Of Zama, Ending The Second Punic War, Scipio Was Granted This Latin Surname","Africanus",321
2,2,1,47,"Jacks In The Box","On '50s Tv He Played The Man With Badge 714","Jack Webb",321
2,2,2,48,"Jacks In The Box","Jose Melis Was His 'Tonight' Show Bandleader","Jack Paar",321
2,2,3,50,"Jacks In The Box","In 1994 This 'General Hospital' Alum Joined The Cast Of 'Melrose Place'","Jack Wagner",321
2,2,4,51,"Jacks In The Box","This Fitness Guru Brought Exercise To Tv In 1951","Jack Lalanne",321
2,2,5,52,"Jacks In The Box","He Played SgT. Nick Yemana On 'Barney Miller'","Jack Soo",321
2,3,1,35,"Nicknames Of New York Cities","'The Camera City'","Rochester",321
2,3,2,31,"Nicknames Of New York Cities","'The Summer Vacationland & Winter Wonderland'","Lake Placid",321
2,3,3,32,"Nicknames Of New York Cities","'The Nickel City'","Buffalo",321
2,3,4,33,"Nicknames Of New York Cities","'The Crystal City'","Corning",321
2,3,5,34,"Nicknames Of New York Cities","'The Birthplace Of The Union'","Albany",321
2,4,1,38,"Novels","Eliza Crossing The Frozen Ohio River Barefoot Is A Memorable Moment In This Novel","Uncle Tom's Cabin",321
2,4,2,39,"Novels","Colorful Title Of Anna Quindlen's Tale Of Domestic Violence","Black And Blue",321
2,4,3,40,"Novels","In 'The Master', Colm Tóibín Enters The Mind Of This Great 19th & 20th Century Novelist","Henry James",321
2,4,4,41,"Novels","In April 2005 This Marilynne Robinson Novel Won The Pulitzer Prize","Gilead",321
2,4,5,42,"Novels","Wintry Title Of Neal Stephenson's Cyberpunk Novel About A Hacker/Pizza Deliveryman","Snow Crash",321
2,5,1,60,"Airport Names","The John Paul II International Airport Is In This Country","Poland",321
2,5,2,59,"Airport Names","Kahului Airport, In The Town Also Called 'Dream City', Is A Gateway To This Second-Biggest Hawaiian Island","Maui",321
2,5,3,56,"Airport Names","The Flint, Michigan Airport Is Named For Arthur Bishop, Who Was On This Company's Board For 29 Years","General Motors",321
2,5,4,57,"Airport Names","Montreal's Dorval Airport Is Now Named For This Late Prime Minister, A Montreal Native","(Pierre Elliott) Trudeau",321
2,5,5,58,"Airport Names","The Airport At Latacunga In This Country Is Called Cotopaxi, Though The City Has Suffered From The Cotopaxi Volcano","Ecuador",321
2,6,1,43,"Alliterative Responses","It Comes In Colorful 1-To-500-Dollar Denominations, & It's A Metaphor For Frivolous Spending","Monopoly Money",321
2,6,2,49,"Alliterative Responses","In Melville's Prose, With 'Ungraduated, Instantaneous Swiftness', It 'Darted Through The Weltering Sea'","The White Whale",321
2,6,3,53,"Alliterative Responses","Playing On His Nickname, In A Close Nba Game, Coach Don Nelson Might Have Been This Type Of Anxious Person","A Nervous Nellie",321
2,6,4,54,"Alliterative Responses","Leviticus 23 Says To Bring These Of Your Harvest To Be Presented To The Lord","The First Fruits",321
2,6,5,55,"Alliterative Responses","Terminal Term For The Spot Where A Spy Leaves Secret Papers Or Film","A Dead Drop",321
3,1,1,61,"Familiar Phrases","This 5-Word Rule Or Maxim Has Been Attributed To Both H. Gordon Selfridge & John Wanamaker","The Customer Is Always Right",321
1,1,1,6,"Frisky Presidents","Some Scholars Believe He Initially Called Off His Marriage, As He'D Fallen In Love With A Friend Of The Todds","Lincoln",323
1,1,2,7,"Frisky Presidents","Ooh La La! He Fooled Around With The Very Married Maria Cosway While He Was Minister To France","Jefferson",323
1,1,3,8,"Frisky Presidents","Kay Summersby Drove Him To Work In The 1940s & May Have Driven Him To Infidelity As Well","Eisenhower",323
1,1,4,9,"Frisky Presidents","In An Effort To Keep His Affair With MrS. Carrie Phillips A Secret, The Rnc Sent Her On A Paid Trip To Asia In 1920","Harding",323
1,1,5,10,"Frisky Presidents","In The 1870s, While He Was The Sheriff Of Buffalo, He Fathered A Child With A MrS. Maria Halpin","(Grover) Cleveland",323
1,2,1,11,"True Crime","The Threat To Use Physical Harm, It Becomes 'Aggravated' When Combined With The Use Of A Deadly Weapon","Assault",323
1,2,2,12,"True Crime","On April 13, 2005 He Pleaded Guilty To 2 Clinic Bombings & The 1996 Atlanta Olympic Park Attack","(Eric) Rudolph",323
1,2,3,13,"True Crime","In July 1894 Butch Cassidy Was Convicted Of This Crime, Which Branded Him A Crook","Cattle Rustling",323
1,2,4,16,"True Crime","As Leader Of This Urban Terrorist 'Army', Donald De Freeze Called Himself Cinque","The Sla (The Symbionese Liberation Army)",323
1,2,5,17,"True Crime","These Chinese Secret Societies That Met In Tongs In North America Started As Groups Of Kung Fu Fighters","Triads",323
1,3,1,1,"States By Counties","Glades,Osceola,Suwannee","Florida",323
1,3,2,2,"States By Counties","Beaverhead,Flathead,Custer","Montana",323
1,3,3,3,"States By Counties","Bell,Boone,Bourbon","Kentucky",323
1,3,4,4,"States By Counties","Carroll,Caroline,Calvert","Maryland",323
1,3,5,5,"States By Counties","Yamhill,Crook,Tillamook","Oregon",323
1,4,1,26,"Animal Shelters","Pun Alert! To Make Its Home, The Pocket Gopher Doesn't Beg Or Steal, It Does This","Burrows",323
1,4,2,27,"Animal Shelters","The 'Livery' Type Of This Hires Out Horses & Carriages","A Stable",323
1,4,3,28,"Animal Shelters","The Barn In 'Charlotte's Web' Has A Pigpen For Wilbur, Tie-Ups For The Cows & This 'Down Below For The Sheep'","A Sheepfold",323
1,4,4,29,"Animal Shelters","If You Own 1 Or More Cichlids, We Hope You Keep Them In One Of These","An Aquarium",323
