id,value,clue,response,link,round,category,comment,date,game_comments,player1_name,player1_bio,player2_name,player2_bio,player3_name,player3_bio
clue_J_1_4,800,M: This corporation that began as a small dry goods store on the corner of 14th Street & 6th Avenue,Macy\'s,NA,J,1-LETTER STOCK SYMBOLS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_2_4,800,Pius IX served for nearly 32 years & promulgated this doctrine that the pope cannot err in matters of faith or morals,infallibility,NA,J,POPES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_3_4,800,"Flee from Grievers stalking the labyrinth & become one of these, the title of a James Dashner young adult series",The Maze Runner,NA,J,BOOKS FOR YOUNG ADULTS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_4_4,800,"This 3-dimensional figure ""of influence"" refers to the range of one nation's control over foreign territory",a sphere,NA,J,SHAPELY SPEECH,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_5_4,800,"Netflix beat out the U.S. government to trademark this Steve Carell show's military title in Europe, Australia & Mexico",Space Force,NA,J,A STREAM OF TV,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_6_4,800,"(Hi, I'm Nichole Vrsansky from WOIO.) In 1967, the Cleveland Clinic's Dr. René Favaloro removed a vein from a patient's leg & used it to route blood flow around a blocked coronary artery, achieving a landmark in this now common type of heart surgery",bypass,http://www.j-archive.com/media/2021-01-21_J_16a.jpg,J,CLEVELAND: NEWS CLUES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_1_5,1000,"S:  Formerly the symbol for Sears, later for this telecom company",Sprint,NA,J,1-LETTER STOCK SYMBOLS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_2_5,1000,"Pope from 1492 to 1503, Alexander VI was a member of this prominent family",the Borgias,NA,J,POPES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_3_5,1000,"In this bestseller by Angie Thomas, 16-year-old Starr Carter sees her friend shot dead by a police officer",The Hate U Give,NA,J,BOOKS FOR YOUNG ADULTS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_4_5,1000,"Ranging from Myanmar to Laos to Thailand, Southeast Asia's major opium-producing region is called this",the Golden Triangle,NA,J,SHAPELY SPEECH,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_5_5,1000,"The Apple TV+ show ""Dickinson"" stars this ""True Grit"" actress as the title poet",Hailee Steinfeld,NA,J,A STREAM OF TV,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_6_5,1000,"(Chris Frye from WOIO presents the clue.) In 1969, Cleveland's Cuyahoga River was so badly polluted that an oil slick on the river's surface caught fire, making national headlines & helping spark the 1970 creation of this federal agency",the EPA,http://www.j-archive.com/media/2021-01-21_J_29a.jpg,J,CLEVELAND: NEWS CLUES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_1_1,400,"About their cause, his wife Coretta said, ""We had been thrust into the forefront of a movement to liberate oppressed people""","Martin Luther King, Jr.",NA,DJ,HISTORIC COUPLES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_2_1,400,The axolotl is unusual in retaining features such as external gills from this young stage called a tadpole in other amphibians,the larval stage,NA,DJ,AMPHIBIANS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_3_1,400,"Henry Cobb & I.M. Pei designed Place Ville-Marie, a landmark in this city",Montreal,NA,DJ,CANADIAN PLACES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
NA,NA,NA,NA,NA,NA,NA,NA,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
NA,NA,NA,NA,NA,NA,NA,NA,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
NA,NA,NA,NA,NA,NA,NA,NA,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_1_2,800,"They're the couple seen here, captured in separate portraits by Gilbert Stuart",James & Dolley Madison,http://www.j-archive.com/media/2021-01-21_DJ_24.jpg,DJ,HISTORIC COUPLES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
NA,NA,NA,NA,NA,NA,NA,NA,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_3_2,800,The Butchart Gardens is one of the prettiest spots near this provincial capital on Vancouver Island,Victoria,NA,DJ,CANADIAN PLACES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_4_2,800,The use of plants & plant extracts to maintain & improve health is called this type of medicine,herbal,NA,DJ,ALMOST RHYMES WITH PURPLE,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_5_2,800,"This other word for ""war"" is applied by the U.N. to diamonds that finance war",conflict,NA,DJ,"5 MORE ""C""s OF DIAMONDS",,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_6_2,800,"Clad in leather with body armor, Xena was this kind of title princess on 1990s TV",Warrior Princess,NA,DJ,POP CULTURE PRINCESSES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_1_3,1200,"Before their executions in 1793, this royal couple, with different interests, pretty much led separate lives",Louis XVI & Marie Antoinette,NA,DJ,HISTORIC COUPLES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_2_3,NA,"Able to grow to almost 30 inches, the hellbender of the central U.S.  is the largest of these amphibians in North America",a salamander,http://www.j-archive.com/media/2021-01-21_DJ_15a.jpg,DJ,AMPHIBIANS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_3_3,1200,"Traditionally constructed by the Inuit, Inuksuit are stone figures used as landmarks in this Inuit-majority territory",Nunavut,NA,DJ,CANADIAN PLACES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_4_3,1200,It's the little furry critter seen here,a gerbil,http://www.j-archive.com/media/2021-01-21_DJ_20.jpg,DJ,ALMOST RHYMES WITH PURPLE,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_5_3,1200,"A diamond is this type of solid, usually with 8 faces",a crystal,NA,DJ,"5 MORE ""C""s OF DIAMONDS",,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_6_3,1200,Buttercup is the title betrothed in this tale of page & screen,The Princess Bride,NA,DJ,POP CULTURE PRINCESSES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_1_4,1600,"When Edward VIII said he couldn't discharge his duties ""without the help & support of the woman"" he loved, he meant her",(Wallis) Simpson,NA,DJ,HISTORIC COUPLES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_2_4,1600,"Poison dart frogs of this continent gain toxicity from their food; in captivity on a different diet, they are harmless",South America,NA,DJ,AMPHIBIANS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_3_4,1600,"A city in New Jersey has the same name as this province, Canada's only officially bilingual one",New Brunswick,NA,DJ,CANADIAN PLACES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_4_4,1600,It's an obstacle we face in life & runners face on the track,a hurdle,NA,DJ,ALMOST RHYMES WITH PURPLE,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_5_4,1600,"""The Panther"" is an onyx & diamond bracelet made by this French jeweler; in 2010 it sold for $4.5 million",Cartier,NA,DJ,"5 MORE ""C""s OF DIAMONDS",,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_6_4,1600,"""Once Upon A December"" was a song in this Broadway musical whose title is the name of a Romanov princess",Anastasia,NA,DJ,POP CULTURE PRINCESSES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_1_5,2000,The 1614 marriage of Pocahontas & John Rolfe assured peace for years between this colony & the Powhatan Indians,Jamestown,NA,DJ,HISTORIC COUPLES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_2_5,2000,This type of toad introduced to control pests on sugar crops has gotten out of control in places like Australia,a cane toad,http://www.j-archive.com/media/2021-01-21_DJ_22.jpg,DJ,AMPHIBIANS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_3_5,NA,"In the 1880s this Alberta city got the Canadian Pacific Railway, but in 1905 its rival Edmonton struck back as it became the capital",Calgary,NA,DJ,CANADIAN PLACES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_4_5,2000,Playtex was once a big name in this undergarment that has mostly given way to shapewear,a girdle,NA,DJ,ALMOST RHYMES WITH PURPLE,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_5_5,2000,"Giant gem seller De Beers has been called ""the most successful"" this modern commerce cooperative arrangement",cartel,NA,DJ,"5 MORE ""C""s OF DIAMONDS",,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_DJ_6_5,2000,"In a ballet, this beautiful princess loved by Prince Siegfried is transformed into a swan by the sorcerer Rothbart",Odette,NA,DJ,POP CULTURE PRINCESSES,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
NA,NA,"When Agatha Christie disappeared for 11 days in 1926, this British fellow writer tried to find her with the help of a spiritual medium",Arthur Conan Doyle,NA,FJ,BRITISH WRITERS,,2021-01-21,Brian Chang game 3.,Stephanie Thompson,a PR specialist from San Diego,Robert Ortega,Jr.,Brian Chang,an attorney from Chicago
clue_J_1_1,200,This secretary for James Monroe succeeded his boss in the big job,John Quincy Adams,NA,J,SECRETARIES OF STATE,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_2_1,200,"B or C, but not A or E",a consonant,NA,J,9-LETTER WORDS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_3_1,200,The world's 5 natural asphalt lakes include Pitch Lake in Trinidad & the La Brea Tar Pits in this U.S. city,Los Angeles,NA,J,EXTREME LAKES,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_4_1,200,"ACC: the ""Great Miami"" one of these made landfall in September 1926",hurricanes,NA,J,DISASTROUS TEAMS?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_5_1,200,"A metal gives the British this word meaning ""canned""",tinned,NA,J,THE BRITISH PANTRY,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_6_1,200,Helixophiles collect these & are likely quite popular at wine tastings,corkscrews,NA,J,COLLECTING,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_1_2,400,This secretary for Barack Obama did not succeed her boss in the big job,HIllary Clinton,NA,J,SECRETARIES OF STATE,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_2_2,400,Varieties of this citrus fruit include Murcott & Dancy,tangerine,NA,J,9-LETTER WORDS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_3_2,400,"Despite being perennially ice-covered, Lake Vanda on this continent reaches nearly 80 degrees F. at the bottom",Antarctica,NA,J,EXTREME LAKES,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_4_2,400,"NHL: In 2018 a skier triggered this in the Berthoud Pass, just outside of Denver",an avalanche,NA,J,DISASTROUS TEAMS?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_5_2,400,"To the British this drink always has alcohol; in America it's ""hard"" or it's apple juice",cider,NA,J,THE BRITISH PANTRY,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_6_2,400,"Referring to the stuffed, cuddly variety & not the live ones, an arctophile collects these",(Teddy) bears,NA,J,COLLECTING,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_1_3,600,"Cordell Hull, the longest-serving secretary, spent 11 years on the job under this president",Franklin Roosevelt,NA,J,SECRETARIES OF STATE,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_2_3,600,It's a customary code of proper behavior or formalities in society,etiquette,NA,J,9-LETTER WORDS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_3_3,600,The residents seen here give this lake on Palau its name,Jellyfish (Lake),http://www.j-archive.com/media/2021-01-22_J_16a.jpg,J,EXTREME LAKES,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_4_3,600,WNBA: One day in 1990 in Phoenix this climbed to 122,the Phoenix Mercury,NA,J,DISASTROUS TEAMS?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_5_3,600,This baking item--& thickener & deodorant & grease cleaner--is called cornflour in the United Kingdom,corn starch,NA,J,THE BRITISH PANTRY,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_6_3,600,Pannapictagraphists collect comic books & don't knock it--a copy of Action Comics #1 featuring this hero sold for $3.2 million,Superman,NA,J,COLLECTING,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_1_4,800,"Secretary to John Adams for one year, he's better known for his much longer tenure on the Supreme Court",Marshall,NA,J,SECRETARIES OF STATE,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_2_4,800,To take the water out of something,dehydrate,NA,J,9-LETTER WORDS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_3_4,800,"There is so much of this natural gas dissolved in Africa's Lake Kivu, it occasionally explodes",methane,NA,J,EXTREME LAKES,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_4_4,800,"MLS: Between the San Andreas & Calaveras Faults, Silicon Valley is prone to these",the Earthquakes,NA,J,DISASTROUS TEAMS?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_5_4,800,"To Brits, it's coriander leaves; to Americans, it's this",cilantro,NA,J,THE BRITISH PANTRY,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_6_4,800,"Phalerists collect military medals, badges & pins; this one, given for valor & bravery, was first awarded in the Civil War",the Medal of Honor,http://www.j-archive.com/media/2021-01-22_J_17a.jpg,J,COLLECTING,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_1_5,1000,This man from Kinderhook served as secretary for Andrew Jackson,Van Buren,NA,J,SECRETARIES OF STATE,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_2_5,1000,This chemical that makes chili peppers hot is used in pepper sprays & topical painkillers,capsaicin,NA,J,9-LETTER WORDS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_3_5,1000,Geothermal vents at the bottom of Champagne Pool on North Island in this country are 500 degrees,New Zealand,NA,J,EXTREME LAKES,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_4_5,NA,SEC: In 2015 an oyster harvest was interrupted by one of these algal blooms,Crimson Tide,NA,J,DISASTROUS TEAMS?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_5_5,1000,Cookies are called biscuits in Britain; the Brits add eggs to our biscuit recipe to make these,Scones,NA,J,THE BRITISH PANTRY,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_J_6_5,1000,This term for a collector of seashells can also refer to a scientist who studies them,a conchologist,NA,J,COLLECTING,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_1_1,400,"Dragons are covered in these; Saphira's in ""Eragon"" are blue",scales,NA,DJ,DUNGEONS & DRAGONS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_2_1,400,"Prized for its dark luster, it's the type of wood seen here",ebony,http://www.j-archive.com/media/2021-01-22_DJ_03.jpg,DJ,"5 ""E""",,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_3_1,400,"The F that begins Brahms' third symphony is personal code for the word frei, meaning this",free,NA,DJ,HAVE YOU HEARD MY THIRD?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_4_1,400,"Alexander Rostov is under house arrest in the Metropol, a hotel across from the Kremlin, in the novel ""A Gentleman in"" this city",Moscow,NA,DJ,LIT-POURRI,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_5_1,400,"This ""alert!"" it describes a plunderer or a part of a plane's wing",spoiler,NA,DJ,PLANE SPOKEN,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_6_1,400,"""Sorry, Hans. Wrong guess. Would you like to go for Double Jeopardy!, where the scores can really change?""",Die Hard,NA,DJ,BRUCE WILLIS MOVIE QUOTES,(Ken: We'll give you the quote; you respond with the name of the movie.),2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_1_2,800,This notorious Wallachian prince was supposedly confined in dungeons at Turkey's Tokat Castle,Vlad the Impaler,NA,DJ,DUNGEONS & DRAGONS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_2_2,800,To give someone the tools they need,equip,NA,DJ,"5 ""E""",,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_3_2,800,"Of his own Third Piano Concerto, Prokofiev wrote of ""lively"" discussion of a theme, both the piano & this group having lots to say",the orchestra,NA,DJ,HAVE YOU HEARD MY THIRD?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_4_2,800,This Ian McEwan novel follows the consequences of a lie 13-year-old Briony Tallis tells & her attempts to make up for it,Atonement,NA,DJ,LIT-POURRI,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_5_2,800,This alphanumeric U.S. plane began flights over the USSR in July 1956,U-2,NA,DJ,PLANE SPOKEN,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_6_2,800,"""Dead people, like, in graves... in coffins?""",The Sixth Sense,NA,DJ,BRUCE WILLIS MOVIE QUOTES,(Ken: We'll give you the quote; you respond with the name of the movie.),2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_1_3,NA,"In 1513, accused of being part of a conspiracy Niccolo Machiavelli was thrown into a dungeon in this city",Florence,NA,DJ,DUNGEONS & DRAGONS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_2_3,1200,In sociology this term describes the basic character of a culture,ethos,NA,DJ,"5 ""E""",,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_3_3,1200,"Ferdinand Laub, his Moscow Conservatory colleague, led the premieres of his 1st 2 quartets; his third, in 1876, was in Laub's memory",Tchaikovsky,NA,DJ,HAVE YOU HEARD MY THIRD?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_4_3,NA,"2020 saw the release of ""The Mirror & the Light"", the end of Hilary Mantel's trilogy about this advisor to Henry VIII",(Thomas) Cromwell,NA,DJ,LIT-POURRI,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_5_3,1200,"Cirrus aircraft have one of these, not for a passenger but for the whole plane; it enabled the no-injury garden landing seen here",a parachute,http://www.j-archive.com/media/2021-01-22_DJ_25.jpg,DJ,PLANE SPOKEN,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_6_3,1200,"""Zed's dead, baby. Zed's dead""",Pulp Fiction,NA,DJ,BRUCE WILLIS MOVIE QUOTES,(Ken: We'll give you the quote; you respond with the name of the movie.),2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_1_4,1600,"Heretics awaited judgment at a secret prison called ""The House of Dungeons"" at Cartagena's Palace of this religious tribunal",the Inquisition,NA,DJ,DUNGEONS & DRAGONS,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_2_4,1600,To insert a graphic or video clip into an email,embed,NA,DJ,"5 ""E""",,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
clue_DJ_3_4,1600,"Roy Harris' Third was the first American symphony performed in this country, by the Philadelphia Orchestra in 1973",China,NA,DJ,HAVE YOU HEARD MY THIRD?,,2021-01-22,Brian Chang game 4.,Jack Weller,a law student from Stanford,Maggie Houska,a prospect researcher from Chanhassen,Brian Chang,an attorney from Chicago
